,FIN Number,Fleet Type,DEFECT_TYPE,DUE_DATE,MAN_HOURS_VALUE
1935,7644.0,F-690,S,2022-08-11 02:00:54,0.25
1936,7644.0,F-690,S,2022-08-11 02:00:54,0.25
1937,7644.0,F-690,S,2022-08-24 02:00:54,0.25
1938,5104.0,F-690,S,2022-09-01 02:00:54,0.25
1939,7644.0,F-690,S,2022-08-11 02:00:54,0.25
1940,9594.0,F-295,S,2022-08-06 02:00:54,0.25
1941,9540.0,F-295,S,2022-08-08 02:00:54,0.25
1942,7644.0,F-690,S,2022-09-15 02:00:54,0.25
1943,7644.0,F-690,S,2022-08-11 02:00:54,0.25
1944,6664.0,F-630,S,2022-08-14 03:04:00,0.25
1945,5046.0,F-630,S,2022-11-01 03:04:00,0.25
1946,6752.0,F-630,S,2023-01-27 03:04:00,0.25
1947,5136.0,F-630,S,2022-10-27 03:04:00,0.25
1948,5136.0,F-630,S,2022-10-27 03:04:00,0.25
1949,4285.0,F-630,S,2022-11-03 03:04:00,0.25
1950,6800.0,F-630,S,2022-10-03 03:04:00,0.25
1951,7576.0,F-231,S,2022-09-24 03:04:00,0.25
1952,6696.0,F-630,S,2022-08-09 03:04:00,0.25
1953,3208.0,F-630,S,2022-09-07 03:04:00,0.25
1954,3380.0,F-630,S,2022-09-26 03:04:00,0.25
1955,6752.0,F-630,S,2022-10-28 03:04:00,0.25
1956,3368.0,F-630,S,2022-10-05 03:04:00,0.25
1957,4685.0,F-231,S,2022-08-18 03:04:00,0.25
1958,6744.0,F-630,S,2022-09-13 03:04:00,0.25
1959,6800.0,F-630,S,2022-11-04 03:04:00,0.25
1960,4848.0,F-630,S,2022-09-30 03:04:00,0.25
1961,4285.0,F-630,S,2022-10-03 03:04:00,0.25
1962,4710.0,F-231,S,2022-10-05 03:04:00,0.25
1963,3764.0,F-231,S,2022-10-02 03:04:00,0.25
1964,3380.0,F-630,S,2022-08-25 03:04:00,0.25
1965,2817.0,F-231,S,2022-09-03 03:04:00,0.25
1966,5817.0,F-630,S,2022-11-03 03:04:00,0.25
1967,3724.0,F-231,S,2022-09-14 03:04:00,0.25
1968,6664.0,F-630,S,2022-08-30 03:04:00,0.25
1969,4675.0,F-231,S,2022-09-13 03:04:00,0.25
1970,5817.0,F-630,S,2023-01-05 03:04:00,0.25
1971,5046.0,F-630,S,2022-10-23 03:04:00,0.25
1972,6752.0,F-630,S,2023-01-27 03:04:00,0.25
1973,6752.0,F-630,S,2022-11-26 03:04:00,0.25
1974,6752.0,F-630,S,2022-09-02 03:04:00,0.25
1975,4848.0,F-630,S,2022-11-04 03:04:00,0.25
1976,5046.0,F-630,S,2022-08-11 03:04:00,0.25
1977,6752.0,F-630,S,2023-01-27 03:04:00,0.25
1978,6664.0,F-630,S,2022-10-15 03:04:00,0.25
1979,6580.0,F-231,S,2022-08-09 03:04:00,0.25
1980,6744.0,F-630,S,2022-10-05 03:04:00,0.25
1981,4848.0,F-630,S,2022-11-04 03:04:00,0.25
1982,3380.0,F-630,S,2023-01-02 03:04:00,0.25
1983,6752.0,F-630,S,2022-08-12 03:04:00,0.25
1984,5866.0,F-630,S,2022-12-31 03:04:00,0.25
1985,3208.0,F-630,S,2022-08-10 03:04:00,0.25
1986,6744.0,F-630,S,2022-09-13 03:04:00,0.25
1987,6800.0,F-630,S,2022-11-04 03:04:00,0.25
1988,5136.0,F-630,S,2022-09-25 03:04:00,0.25
1989,5817.0,F-630,S,2022-10-02 03:04:00,0.25
1990,9984.0,F-630,S,2022-10-24 03:04:00,0.25
1991,5046.0,F-630,S,2022-09-11 03:04:00,0.25
1992,4824.0,F-630,S,2022-09-25 03:04:00,0.25
1993,4180.0,F-630,S,2022-11-03 03:04:00,0.25
1994,4285.0,F-630,S,2022-09-16 03:04:00,0.25
1995,9984.0,F-630,S,2023-01-04 03:04:00,0.25
1996,5136.0,F-630,S,2022-10-04 03:04:00,0.25
1997,6696.0,F-630,S,2022-11-16 03:04:00,0.25
1998,2802.0,F-231,S,2022-09-05 03:04:00,0.25
1999,3220.0,F-630,S,2022-08-06 03:04:00,0.25
2000,5046.0,F-630,S,2022-08-11 03:04:00,0.25
2001,4824.0,F-630,S,2022-08-22 03:04:00,0.25
2002,4285.0,F-630,S,2022-10-23 03:04:00,0.25
2003,3728.0,F-231,S,2022-10-07 03:04:00,0.25
2004,2808.0,F-231,S,2022-10-05 03:04:00,0.25
2005,9984.0,F-630,S,2022-10-24 03:04:00,0.25
2006,5136.0,F-630,S,2022-10-25 03:04:00,0.25
2007,6752.0,F-630,S,2023-01-27 03:04:00,0.25
2008,6752.0,F-630,S,2023-01-27 03:04:00,0.25
2009,5817.0,F-630,S,2022-11-03 03:04:00,0.25
2010,4690.0,F-231,S,2022-09-01 03:04:00,0.25
2011,9984.0,F-630,S,2022-09-23 03:04:00,0.25
2012,6664.0,F-630,S,2022-10-24 03:04:00,0.25
2013,4285.0,F-630,S,2022-11-03 03:04:00,0.25
2014,4715.0,F-231,S,2022-09-25 03:04:00,0.25
2015,6664.0,F-630,S,2022-08-09 03:04:00,0.25
2016,6752.0,F-630,S,2022-08-12 03:04:00,0.25
2017,5866.0,F-630,S,2022-08-19 03:04:00,0.25
2018,6664.0,F-630,S,2022-08-09 03:04:00,0.25
2019,6752.0,F-630,S,2022-11-11 03:04:00,0.25
2020,5985.0,F-630,S,2022-08-23 03:04:00,0.25
2021,6615.0,F-231,S,2022-08-09 03:04:00,0.25
2022,6744.0,F-630,S,2022-09-21 03:04:00,0.25
2023,3208.0,F-630,S,2022-08-10 03:04:00,0.25
2024,3380.0,F-630,S,2022-09-26 03:04:00,0.25
2025,4824.0,F-630,S,2022-08-22 03:04:00,0.25
2026,3368.0,F-630,S,2022-10-21 03:04:00,0.25
2027,6752.0,F-630,S,2022-08-27 03:04:00,0.25
2028,4285.0,F-630,S,2022-11-03 03:04:00,0.25
2029,4665.0,F-231,S,2022-10-01 03:04:00,0.25
2030,2944.0,F-855,S,2022-08-24 04:00:36,0.25
2031,5166.0,F-855,S,2022-09-13 04:00:36,0.25
2032,2944.0,F-855,S,2022-08-24 04:00:36,0.25
2033,3700.0,F-855,S,2022-08-14 04:00:36,0.25
2034,3730.0,F-855,S,2022-08-15 04:00:36,0.25
2035,3700.0,F-855,S,2022-08-14 04:00:36,0.25
2036,5166.0,F-855,S,2022-09-13 04:00:36,0.25
2037,9724.0,F-855,S,2022-08-21 04:00:36,0.25
2038,9724.0,F-855,S,2022-08-21 04:00:36,0.25
2039,5944.0,F-855,S,2022-08-12 04:00:36,0.25
2040,5944.0,F-855,S,2022-08-12 04:00:36,0.25
2041,3730.0,F-855,S,2022-08-15 04:00:36,0.25
2042,4662.0,F-670,S,2022-08-23 00:01:34,0.3
2043,2880.0,F-192,S,2023-01-06 00:01:34,0.3
2044,4060.0,F-670,S,2022-08-09 00:01:34,0.3
2045,5282.0,F-670,S,2022-10-05 00:01:34,0.3
2046,3584.0,F-670,S,2022-09-16 00:01:34,0.3
2047,4576.0,F-670,S,2022-11-20 00:01:34,0.3
2048,3640.0,F-670,S,2022-12-15 00:01:34,0.3
2049,3870.0,F-670,S,2022-10-11 00:01:34,0.3
2050,3525.0,F-192,S,2022-09-01 00:01:34,0.3
2051,3185.0,F-192,S,2022-12-14 00:01:34,0.3
2052,3133.0,F-192,S,2022-11-25 00:01:34,0.3
2053,4576.0,F-670,S,2023-01-21 00:01:34,0.3
2054,3133.0,F-192,S,2022-10-09 00:01:34,0.3
2055,4335.0,F-670,S,2022-11-03 00:01:34,0.3
2056,4060.0,F-670,S,2022-11-03 00:01:34,0.3
2057,4592.0,F-670,S,2022-12-09 00:01:34,0.3
2058,3525.0,F-192,S,2022-12-11 00:01:34,0.3
2059,3870.0,F-670,S,2022-10-11 00:01:34,0.3
2060,4576.0,F-670,S,2023-01-21 00:01:34,0.3
2061,4576.0,F-670,S,2023-01-21 00:01:34,0.3
2062,4576.0,F-670,S,2022-11-20 00:01:34,0.3
2063,5263.0,F-670,S,2022-09-14 00:01:34,0.3
2064,3640.0,F-670,S,2022-12-15 00:01:34,0.3
2065,4592.0,F-670,S,2022-12-09 00:01:34,0.3
2066,2880.0,F-192,S,2023-01-06 00:01:34,0.3
2067,3133.0,F-192,S,2022-10-09 00:01:34,0.3
2068,3525.0,F-192,S,2022-09-01 00:01:34,0.3
2069,3133.0,F-192,S,2022-11-25 00:01:34,0.3
2070,4576.0,F-670,S,2022-11-01 00:01:34,0.3
2071,4576.0,F-670,S,2022-10-20 00:01:34,0.3
2072,3870.0,F-670,S,2023-01-26 00:01:34,0.3
2073,3525.0,F-192,S,2022-11-04 00:01:34,0.3
2074,3133.0,F-192,S,2022-11-25 00:01:34,0.3
2075,3584.0,F-670,S,2022-09-16 00:01:34,0.3
2076,3540.0,F-192,S,2022-09-06 00:01:34,0.3
2077,3808.0,F-192,S,2022-12-30 00:01:34,0.3
2078,4734.0,F-670,S,2023-01-28 00:01:34,0.3
2079,5282.0,F-670,S,2022-10-09 00:01:34,0.3
2080,3133.0,F-192,S,2022-11-25 00:01:34,0.3
2081,3133.0,F-192,S,2022-09-13 00:01:34,0.3
2082,3525.0,F-192,S,2022-12-11 00:01:34,0.3
2083,3133.0,F-192,S,2022-10-09 00:01:34,0.3
2084,3808.0,F-192,S,2022-12-30 00:01:34,0.3
2085,4114.0,F-192,S,2022-09-15 00:01:34,0.3
2086,4576.0,F-670,S,2022-11-01 00:01:34,0.3
2087,4592.0,F-670,S,2022-12-09 00:01:34,0.3
2088,3525.0,F-192,S,2022-09-24 00:01:34,0.3
2089,3525.0,F-192,S,2022-12-11 00:01:34,0.3
2090,4662.0,F-670,S,2022-08-23 00:01:34,0.3
2091,3525.0,F-192,S,2022-09-01 00:01:34,0.3
2092,3808.0,F-192,S,2022-12-30 00:01:34,0.3
2093,3133.0,F-192,S,2022-11-25 00:01:34,0.3
2094,3185.0,F-192,S,2022-12-14 00:01:34,0.3
2095,4978.0,F-670,S,2022-10-18 00:01:34,0.3
2096,4576.0,F-670,S,2022-11-01 00:01:34,0.3
2097,5282.0,F-670,S,2022-10-09 00:01:34,0.3
2098,3525.0,F-192,S,2022-09-24 00:01:34,0.3
2099,3525.0,F-192,S,2022-12-11 00:01:34,0.3
2100,3640.0,F-670,S,2022-12-15 00:01:34,0.3
2101,2938.0,F-192,S,2022-08-13 00:01:34,0.3
2102,2938.0,F-192,S,2022-08-13 00:01:34,0.3
2103,4576.0,F-670,S,2023-01-21 00:01:34,0.3
2104,3525.0,F-192,S,2022-12-11 00:01:34,0.3
2105,3525.0,F-192,S,2022-12-11 00:01:34,0.3
2106,4734.0,F-670,S,2022-12-01 00:01:34,0.3
2107,2880.0,F-192,S,2023-01-06 00:01:34,0.3
2108,5263.0,F-670,S,2022-08-09 00:01:34,0.3
2109,4576.0,F-670,S,2023-01-21 00:01:34,0.3
2110,4734.0,F-670,S,2023-01-28 00:01:34,0.3
2111,4788.0,F-670,S,2022-11-28 00:01:34,0.3
2112,3808.0,F-192,S,2022-09-18 00:01:34,0.3
2113,3185.0,F-192,S,2022-12-14 00:01:34,0.3
2114,4734.0,F-670,S,2022-12-01 00:01:34,0.3
2115,3525.0,F-192,S,2022-12-11 00:01:34,0.3
2116,3133.0,F-192,S,2022-11-25 00:01:34,0.3
2117,4734.0,F-670,S,2023-01-28 00:01:34,0.3
2118,4978.0,F-670,S,2022-10-18 00:01:34,0.3
2119,3133.0,F-192,S,2022-10-07 00:01:34,0.3
2120,5263.0,F-670,S,2022-08-09 00:01:34,0.3
2121,4576.0,F-670,S,2023-01-21 00:01:34,0.3
2122,4788.0,F-670,S,2022-11-28 00:01:34,0.3
2123,3133.0,F-192,S,2022-10-07 00:01:34,0.3
2124,8797.0,F-546,S,2022-08-04 01:00:48,0.3
2125,7888.0,F-546,S,2022-11-27 01:00:48,0.3
2126,6266.0,F-546,S,2022-08-20 01:00:48,0.3
2127,5616.0,F-546,S,2022-08-04 01:00:48,0.3
2128,6817.0,F-192,S,2022-08-23 01:00:48,0.3
2129,6915.0,F-546,S,2022-09-29 01:00:48,0.3
2130,5616.0,F-546,S,2022-08-04 01:00:48,0.3
2131,7684.0,F-546,S,2022-10-06 01:00:48,0.3
2132,6266.0,F-546,S,2022-10-02 01:00:48,0.3
2133,5724.0,F-546,S,2022-08-24 01:00:48,0.3
2134,5616.0,F-546,S,2022-09-16 01:00:48,0.3
2135,5616.0,F-546,S,2022-09-16 01:00:48,0.3
2136,5496.0,F-546,S,2022-10-06 01:00:48,0.3
2137,7888.0,F-546,S,2022-10-17 01:00:48,0.3
2138,8797.0,F-546,S,2022-10-09 01:00:48,0.3
2139,6915.0,F-546,S,2022-09-29 01:00:48,0.3
2140,6915.0,F-546,S,2022-09-29 01:00:48,0.3
2141,5616.0,F-546,S,2022-09-16 01:00:48,0.3
2142,5496.0,F-546,S,2022-10-06 01:00:48,0.3
2143,5496.0,F-546,S,2022-10-06 01:00:48,0.3
2144,6266.0,F-546,S,2022-08-20 01:00:48,0.3
2145,6266.0,F-546,S,2022-10-02 01:00:48,0.3
2146,5616.0,F-546,S,2022-09-16 01:00:48,0.3
2147,7888.0,F-546,S,2022-09-07 01:00:48,0.3
2148,8797.0,F-546,S,2022-08-18 01:00:48,0.3
2149,6266.0,F-546,S,2022-08-20 01:00:48,0.3
2150,6817.0,F-192,S,2022-08-23 01:00:48,0.3
2151,7854.0,F-546,S,2022-08-10 01:00:48,0.3
2152,7200.0,F-546,S,2022-10-27 01:00:48,0.3
2153,7888.0,F-546,S,2022-10-17 01:00:48,0.3
2154,6266.0,F-546,S,2022-10-02 01:00:48,0.3
2155,6266.0,F-546,S,2022-09-02 01:00:48,0.3
2156,7667.0,F-546,S,2022-10-13 01:00:48,0.3
2157,5496.0,F-546,S,2022-08-16 01:00:48,0.3
2158,7888.0,F-546,S,2022-10-17 01:00:48,0.3
2159,8797.0,F-546,S,2022-10-09 01:00:48,0.3
2160,7854.0,F-546,S,2022-09-30 01:00:48,0.3
2161,8797.0,F-546,S,2022-10-09 01:00:48,0.3
2162,5496.0,F-546,S,2022-10-06 01:00:48,0.3
2163,5496.0,F-546,S,2022-08-16 01:00:48,0.3
2164,7684.0,F-546,S,2022-10-06 01:00:48,0.3
2165,7684.0,F-546,S,2022-10-06 01:00:48,0.3
2166,7854.0,F-546,S,2022-08-10 01:00:48,0.3
2167,8797.0,F-546,S,2022-10-09 01:00:48,0.3
2168,7888.0,F-546,S,2022-11-27 01:00:48,0.3
2169,5496.0,F-546,S,2022-10-06 01:00:48,0.3
2170,7684.0,F-546,S,2022-10-06 01:00:48,0.3
2171,8797.0,F-546,S,2022-09-09 01:00:48,0.3
2172,7888.0,F-546,S,2022-10-17 01:00:48,0.3
2173,7854.0,F-546,S,2022-09-30 01:00:48,0.3
2174,8797.0,F-546,S,2022-10-09 01:00:48,0.3
2175,6915.0,F-546,S,2022-09-29 01:00:48,0.3
2176,6266.0,F-546,S,2022-10-02 01:00:48,0.3
2177,7888.0,F-546,S,2022-10-17 01:00:48,0.3
2178,8797.0,F-546,S,2022-08-04 01:00:48,0.3
2179,7888.0,F-546,S,2022-11-27 01:00:48,0.3
2180,7854.0,F-546,S,2022-09-30 01:00:48,0.3
2181,7854.0,F-546,S,2022-08-30 01:00:48,0.3
2182,6915.0,F-546,S,2022-08-09 01:00:48,0.3
2183,5616.0,F-546,S,2022-08-19 01:00:48,0.3
2184,5496.0,F-546,S,2022-10-06 01:00:48,0.3
2185,5496.0,F-546,S,2022-09-14 01:00:48,0.3
2186,7684.0,F-546,S,2022-10-06 01:00:48,0.3
2187,6266.0,F-546,S,2022-10-02 01:00:48,0.3
2188,7854.0,F-546,S,2022-09-30 01:00:48,0.3
2189,6915.0,F-546,S,2022-08-09 01:00:48,0.3
2190,6915.0,F-546,S,2022-09-29 01:00:48,0.3
2191,7684.0,F-546,S,2022-08-16 01:00:48,0.3
2192,5616.0,F-546,S,2022-08-04 01:00:48,0.3
2193,5616.0,F-546,S,2022-09-16 01:00:48,0.3
2194,7888.0,F-546,S,2022-08-27 01:00:48,0.3
2195,7854.0,F-546,S,2022-08-10 01:00:48,0.3
2196,7684.0,F-546,S,2022-09-30 01:00:48,0.3
2197,8797.0,F-546,S,2022-08-18 01:00:48,0.3
2198,6915.0,F-546,S,2022-08-09 01:00:48,0.3
2199,7888.0,F-546,S,2022-10-17 01:00:48,0.3
2200,7684.0,F-546,S,2022-08-16 01:00:48,0.3
2201,7888.0,F-546,S,2022-08-27 01:00:48,0.3
2202,5616.0,F-546,S,2022-09-16 01:00:48,0.3
2203,7667.0,F-546,S,2022-10-13 01:00:48,0.3
2204,7667.0,F-546,S,2022-10-13 01:00:48,0.3
2205,7854.0,F-546,S,2022-09-30 01:00:48,0.3
2206,6915.0,F-546,S,2022-09-08 01:00:48,0.3
2207,6915.0,F-546,S,2022-09-29 01:00:48,0.3
2208,9101.0,F-546,S,2022-09-02 01:00:48,0.3
2209,6266.0,F-546,S,2022-10-02 01:00:48,0.3
2210,6266.0,F-546,S,2022-10-02 01:00:48,0.3
2211,8797.0,F-546,S,2022-08-04 01:00:48,0.3
2212,7888.0,F-546,S,2022-10-17 01:00:48,0.3
2213,7854.0,F-546,S,2022-09-30 01:00:48,0.3
2214,8797.0,F-546,S,2022-08-18 01:00:48,0.3
2215,5616.0,F-546,S,2022-09-16 01:00:48,0.3
2216,7684.0,F-546,S,2022-10-06 01:00:48,0.3
2217,8797.0,F-546,S,2022-10-09 01:00:48,0.3
2218,7200.0,F-546,S,2022-10-27 01:00:48,0.3
2219,7200.0,F-546,S,2022-10-27 01:00:48,0.3
2220,4620.0,F-690,S,2022-11-27 02:00:54,0.3
2221,9519.0,F-295,S,2022-11-07 02:00:54,0.3
2222,6156.0,F-295,S,2022-08-27 02:00:54,0.3
2223,6276.0,F-295,S,2023-01-02 02:00:54,0.3
2224,4480.0,F-690,S,2022-12-19 02:00:54,0.3
2225,9666.0,F-295,S,2022-08-31 02:00:54,0.3
2226,8670.0,F-295,S,2022-12-30 02:00:54,0.3
2227,6276.0,F-295,S,2023-01-02 02:00:54,0.3
2228,9288.0,F-295,S,2022-12-08 02:00:54,0.3
2229,4480.0,F-690,S,2022-12-19 02:00:54,0.3
2230,9288.0,F-295,S,2022-12-08 02:00:54,0.3
2231,9594.0,F-295,S,2022-10-11 02:00:54,0.3
2232,4480.0,F-690,S,2022-12-19 02:00:54,0.3
2233,4480.0,F-690,S,2022-12-19 02:00:54,0.3
2234,4480.0,F-690,S,2022-12-19 02:00:54,0.3
2235,4620.0,F-690,S,2022-11-27 02:00:54,0.3
2236,6132.0,F-295,S,2022-10-04 02:00:54,0.3
2237,6156.0,F-295,S,2022-08-27 02:00:54,0.3
2238,6132.0,F-295,S,2022-10-04 02:00:54,0.3
2239,4480.0,F-690,S,2022-12-19 02:00:54,0.3
2240,9519.0,F-295,S,2022-11-07 02:00:54,0.3
2241,8288.0,F-295,S,2022-11-23 02:00:54,0.3
2242,4480.0,F-690,S,2022-12-19 02:00:54,0.3
2243,6132.0,F-295,S,2022-10-04 02:00:54,0.3
2244,6084.0,F-295,S,2022-12-17 02:00:54,0.3
2245,8288.0,F-295,S,2022-11-23 02:00:54,0.3
2246,8240.0,F-295,S,2022-08-10 02:00:54,0.3
2247,9144.0,F-295,S,2022-08-24 02:00:54,0.3
2248,6132.0,F-295,S,2022-10-04 02:00:54,0.3
2249,4620.0,F-690,S,2022-11-27 02:00:54,0.3
2250,6204.0,F-295,S,2022-10-07 02:00:54,0.3
2251,6276.0,F-295,S,2023-01-02 02:00:54,0.3
2252,8240.0,F-295,S,2022-08-10 02:00:54,0.3
2253,8240.0,F-295,S,2022-08-10 02:00:54,0.3
2254,9144.0,F-295,S,2022-08-24 02:00:54,0.3
2255,4620.0,F-690,S,2022-11-27 02:00:54,0.3
2256,9144.0,F-295,S,2022-08-24 02:00:54,0.3
2257,6276.0,F-295,S,2023-01-02 02:00:54,0.3
2258,9594.0,F-295,S,2022-10-11 02:00:54,0.3
2259,8288.0,F-295,S,2022-11-23 02:00:54,0.3
2260,6204.0,F-295,S,2022-10-07 02:00:54,0.3
2261,6084.0,F-295,S,2022-12-17 02:00:54,0.3
2262,8670.0,F-295,S,2022-12-30 02:00:54,0.3
2263,6156.0,F-295,S,2022-08-27 02:00:54,0.3
2264,9594.0,F-295,S,2022-10-11 02:00:54,0.3
2265,9288.0,F-295,S,2022-12-08 02:00:54,0.3
2266,9144.0,F-295,S,2022-08-24 02:00:54,0.3
2267,9519.0,F-295,S,2022-11-07 02:00:54,0.3
2268,4620.0,F-690,S,2022-11-27 02:00:54,0.3
2269,6156.0,F-295,S,2022-08-27 02:00:54,0.3
2270,6084.0,F-295,S,2022-12-17 02:00:54,0.3
2271,7644.0,F-690,S,2022-08-11 02:00:54,0.3
2272,6204.0,F-295,S,2022-10-07 02:00:54,0.3
2273,8240.0,F-295,S,2022-08-10 02:00:54,0.3
2274,4620.0,F-690,S,2022-11-27 02:00:54,0.3
2275,4620.0,F-690,S,2022-11-27 02:00:54,0.3
2276,9519.0,F-295,S,2022-11-07 02:00:54,0.3
2277,8544.0,F-295,S,2022-10-05 02:00:54,0.3
2278,6084.0,F-295,S,2022-12-17 02:00:54,0.3
2279,4620.0,F-690,S,2022-11-27 02:00:54,0.3
2280,9666.0,F-295,S,2022-08-31 02:00:54,0.3
2281,9666.0,F-295,S,2022-08-31 02:00:54,0.3
2282,8544.0,F-295,S,2022-10-05 02:00:54,0.3
2283,8544.0,F-295,S,2022-10-05 02:00:54,0.3
2284,8544.0,F-295,S,2022-10-05 02:00:54,0.3
2285,6204.0,F-295,S,2022-10-07 02:00:54,0.3
2286,4480.0,F-690,S,2022-12-19 02:00:54,0.3
2287,8670.0,F-295,S,2022-12-30 02:00:54,0.3
2288,9288.0,F-295,S,2022-12-08 02:00:54,0.3
2289,8288.0,F-295,S,2022-11-23 02:00:54,0.3
2290,9666.0,F-295,S,2022-08-31 02:00:54,0.3
2291,9594.0,F-295,S,2022-10-11 02:00:54,0.3
2292,8670.0,F-295,S,2022-12-30 02:00:54,0.3
2293,6744.0,F-630,S,2022-10-27 03:04:00,0.3
2294,5136.0,F-630,S,2023-01-22 03:04:00,0.3
2295,4685.0,F-231,S,2022-11-01 03:04:00,0.3
2296,6580.0,F-231,S,2022-08-30 03:04:00,0.3
2297,4848.0,F-630,S,2023-01-20 03:04:00,0.3
2298,4685.0,F-231,S,2022-11-01 03:04:00,0.3
2299,6615.0,F-231,S,2023-01-01 03:04:00,0.3
2300,5136.0,F-630,S,2023-01-22 03:04:00,0.3
2301,6580.0,F-231,S,2022-08-30 03:04:00,0.3
2302,4848.0,F-630,S,2023-01-20 03:04:00,0.3
2303,5817.0,F-630,S,2023-01-20 03:04:00,0.3
2304,5046.0,F-630,S,2022-10-25 03:04:00,0.3
2305,3208.0,F-630,S,2022-10-11 03:04:00,0.3
2306,4824.0,F-630,S,2022-11-07 03:04:00,0.3
2307,3724.0,F-231,S,2022-12-23 03:04:00,0.3
2308,5046.0,F-630,S,2022-10-25 03:04:00,0.3
2309,9984.0,F-630,S,2023-01-18 03:04:00,0.3
2310,6615.0,F-231,S,2023-01-01 03:04:00,0.3
2311,9984.0,F-630,S,2023-01-18 03:04:00,0.3
2312,3380.0,F-630,S,2022-12-19 03:04:00,0.3
2313,6752.0,F-630,S,2022-10-25 03:04:00,0.3
2314,2817.0,F-231,S,2022-11-13 03:04:00,0.3
2315,4690.0,F-231,S,2022-09-25 03:04:00,0.3
2316,6664.0,F-630,S,2022-10-19 03:04:00,0.3
2317,6615.0,F-231,S,2022-08-09 03:04:00,0.3
2318,6744.0,F-630,S,2022-10-27 03:04:00,0.3
2319,2817.0,F-231,S,2022-11-13 03:04:00,0.3
2320,3208.0,F-630,S,2022-10-11 03:04:00,0.3
2321,6752.0,F-630,S,2022-10-25 03:04:00,0.3
2322,4824.0,F-630,S,2022-11-07 03:04:00,0.3
2323,6752.0,F-630,S,2023-01-27 03:04:00,0.3
2324,2802.0,F-231,S,2022-09-07 03:04:00,0.3
2325,6664.0,F-630,S,2022-10-19 03:04:00,0.3
2326,5817.0,F-630,S,2023-01-20 03:04:00,0.3
2327,3380.0,F-630,S,2022-12-19 03:04:00,0.3
2328,3700.0,F-855,S,2022-11-19 04:00:36,0.3
2329,9724.0,F-855,S,2023-01-22 04:00:36,0.3
2330,5896.0,F-855,S,2022-12-26 04:00:36,0.3
2331,2944.0,F-855,S,2022-09-20 04:00:36,0.3
2332,9724.0,F-855,S,2022-11-18 04:00:36,0.3
2333,3700.0,F-855,S,2023-01-29 04:00:36,0.3
2334,5166.0,F-855,S,2022-11-24 04:00:36,0.3
2335,3700.0,F-855,S,2022-10-21 04:00:36,0.3
2336,5166.0,F-855,S,2022-11-24 04:00:36,0.3
2337,3730.0,F-855,S,2022-10-31 04:00:36,0.3
2338,2944.0,F-855,S,2022-09-20 04:00:36,0.3
2339,3700.0,F-855,S,2022-11-19 04:00:36,0.3
2340,5166.0,F-855,S,2022-11-24 04:00:36,0.3
2341,9724.0,F-855,S,2022-11-18 04:00:36,0.3
2342,3730.0,F-855,S,2022-10-31 04:00:36,0.3
2343,5166.0,F-855,S,2022-12-19 04:00:36,0.3
2344,5944.0,F-855,S,2022-08-16 04:00:36,0.3
2345,5166.0,F-855,S,2022-12-19 04:00:36,0.3
2346,5896.0,F-855,S,2022-12-26 04:00:36,0.3
2347,5944.0,F-855,S,2022-08-16 04:00:36,0.3
2348,5944.0,F-855,S,2022-08-16 04:00:36,0.3
2349,3700.0,F-855,S,2022-11-19 04:00:36,0.3
2350,3730.0,F-855,S,2022-10-31 04:00:36,0.3
2351,3700.0,F-855,S,2023-01-19 04:00:36,0.3
2352,2944.0,F-855,S,2022-09-20 04:00:36,0.3
2353,5944.0,F-855,S,2022-12-24 04:00:36,0.3
2354,3700.0,F-855,S,2023-01-19 04:00:36,0.3
2355,9724.0,F-855,S,2022-11-18 04:00:36,0.3
2356,3730.0,F-855,S,2023-01-05 04:00:36,0.3
2357,6752.0,F-630,S,2023-01-27 03:04:00,0.33
2358,3208.0,F-630,S,2022-10-11 03:04:00,0.35
2359,3208.0,F-630,S,2022-10-11 03:04:00,0.35
2360,5817.0,F-630,S,2023-01-20 03:04:00,0.35
2361,6744.0,F-630,S,2022-10-27 03:04:00,0.35
2362,6752.0,F-630,S,2022-10-25 03:04:00,0.35
2363,3380.0,F-630,S,2022-12-19 03:04:00,0.35
2364,4848.0,F-630,S,2023-01-20 03:04:00,0.35
2365,9984.0,F-630,S,2023-01-18 03:04:00,0.35
2366,3380.0,F-630,S,2022-12-19 03:04:00,0.35
2367,6752.0,F-630,S,2022-10-25 03:04:00,0.35
2368,4848.0,F-630,S,2023-01-20 03:04:00,0.35
2369,5817.0,F-630,S,2023-01-20 03:04:00,0.35
2370,5046.0,F-630,S,2022-10-25 03:04:00,0.35
2371,5046.0,F-630,S,2022-10-25 03:04:00,0.35
2372,6664.0,F-630,S,2022-10-19 03:04:00,0.35
2373,5136.0,F-630,S,2023-01-22 03:04:00,0.35
2374,5136.0,F-630,S,2023-01-22 03:04:00,0.35
2375,4824.0,F-630,S,2022-11-07 03:04:00,0.35
2376,6664.0,F-630,S,2022-10-19 03:04:00,0.35
2377,9984.0,F-630,S,2023-01-18 03:04:00,0.35
2378,4824.0,F-630,S,2022-11-07 03:04:00,0.35
2379,6744.0,F-630,S,2022-10-27 03:04:00,0.35
2380,3133.0,F-192,S,2022-12-25 00:01:34,0.36
2381,3525.0,F-192,S,2023-01-27 00:01:34,0.36
2382,2938.0,F-192,S,2022-10-31 00:01:34,0.36
2383,5263.0,F-670,S,2022-11-17 00:01:34,0.36
2384,5616.0,F-546,S,2022-10-12 01:00:48,0.36
